Year,Party,State,Seats_Won,Vote_Share,Voter_Turnout,Total_Seats_National,National_Vote_Share,Party_Full
1984,BJP,Rajasthan,0,9.69,67.14,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Karnataka,0,10.2,63.28,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Andhra Pradesh,0,8.41,65.45,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Gujarat,0,9.69,63.37,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Odisha,0,4.48,64.7,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Telangana,0,8.72,68.0,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Kerala,0,8.79,60.97,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Jharkhand,0,9.31,64.51,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Assam,0,6.29,63.81,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Punjab,0,7.16,62.68,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Chhattisgarh,0,9.37,62.45,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Haryana,0,8.67,67.36,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Uttarakhand,0,5.84,60.52,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Delhi,0,7.1,66.59,2,7.4,Bharatiya Janata Party (BJP)
1984,CPM,Uttar Pradesh,4,6.43,62.62,22,5.7,Communist Party of India (Marxist)
1984,CPM,Maharashtra,3,5.53,68.89,22,5.7,Communist Party of India (Marxist)
1984,CPM,West Bengal,2,3.46,65.86,22,5.7,Communist Party of India (Marxist)
1984,CPM,Bihar,1,6.82,59.8,22,5.7,Communist Party of India (Marxist)
1984,CPM,Tamil Nadu,1,7.83,61.37,22,5.7,Communist Party of India (Marxist)
1984,CPM,Madhya Pradesh,1,4.38,65.53,22,5.7,Communist Party of India (Marxist)
1984,CPM,Rajasthan,1,5.78,62.15,22,5.7,Communist Party of India (Marxist)
1984,CPM,Karnataka,0,2.9,62.14,22,5.7,Communist Party of India (Marxist)
1984,CPM,Andhra Pradesh,1,8.33,67.81,22,5.7,Communist Party of India (Marxist)
1984,CPM,Gujarat,1,7.43,65.75,22,5.7,Communist Party of India (Marxist)
1984,CPM,Odisha,0,8.14,65.81,22,5.7,Communist Party of India (Marxist)
1984,CPM,Telangana,0,3.37,63.57,22,5.7,Communist Party of India (Marxist)
1984,CPM,Kerala,0,7.89,64.57,22,5.7,Communist Party of India (Marxist)
1984,CPM,Jharkhand,0,8.56,60.21,22,5.7,Communist Party of India (Marxist)
1984,CPM,Assam,0,2.95,66.5,22,5.7,Communist Party of India (Marxist)
1984,CPM,Punjab,0,4.38,67.68,22,5.7,Communist Party of India (Marxist)
1984,CPM,Chhattisgarh,0,8.16,66.64,22,5.7,Communist Party of India (Marxist)
1984,CPM,Haryana,0,2.81,68.73,22,5.7,Communist Party of India (Marxist)
1984,CPM,Uttarakhand,0,4.53,67.39,22,5.7,Communist Party of India (Marxist)
1984,CPM,Delhi,0,7.94,60.23,22,5.7,Communist Party of India (Marxist)
1984,TDP,Uttar Pradesh,6,4.54,60.07,30,4.3,Telugu Desam Party
1984,TDP,Maharashtra,2,1.37,63.79,30,4.3,Telugu Desam Party
1984,TDP,West Bengal,2,4.89,62.07,30,4.3,Telugu Desam Party
1984,TDP,Bihar,1,5.76,59.58,30,4.3,Telugu Desam Party
1984,TDP,Tamil Nadu,3,6.41,65.78,30,4.3,Telugu Desam Party
1984,TDP,Madhya Pradesh,2,6.65,60.95,30,4.3,Telugu Desam Party
1984,TDP,Rajasthan,0,2.74,67.05,30,4.3,Telugu Desam Party
1984,TDP,Karnataka,0,4.8,69.05,30,4.3,Telugu Desam Party
1984,TDP,Andhra Pradesh,2,4.43,59.74,30,4.3,Telugu Desam Party
1984,TDP,Gujarat,2,4.89,60.25,30,4.3,Telugu Desam Party
1984,TDP,Odisha,0,6.76,65.79,30,4.3,Telugu Desam Party
1984,TDP,Telangana,1,6.57,64.82,30,4.3,Telugu Desam Party
1984,TDP,Kerala,1,3.88,62.27,30,4.3,Telugu Desam Party
1984,TDP,Jharkhand,0,5.94,65.12,30,4.3,Telugu Desam Party
1984,TDP,Assam,1,3.96,65.17,30,4.3,Telugu Desam Party
1984,TDP,Punjab,0,4.85,66.13,30,4.3,Telugu Desam Party
1984,TDP,Chhattisgarh,0,4.37,60.14,30,4.3,Telugu Desam Party
1984,TDP,Haryana,0,4.23,65.62,30,4.3,Telugu Desam Party
1984,TDP,Uttarakhand,0,4.9,66.54,30,4.3,Telugu Desam Party
1984,TDP,Delhi,0,5.1,59.81,30,4.3,Telugu Desam Party
1984,Others,Uttar Pradesh,10,32.67,63.82,84,33.5,Other Parties
1984,Others,Maharashtra,4,31.34,61.87,84,33.5,Other Parties
1984,Others,West Bengal,11,32.49,63.92,84,33.5,Other Parties
1984,Others,Bihar,4,34.16,61.91,84,33.5,Other Parties
1984,Others,Tamil Nadu,4,33.6,59.16,84,33.5,Other Parties
1984,Others,Madhya Pradesh,2,31.81,59.47,84,33.5,Other Parties
1984,Others,Rajasthan,2,32.53,67.13,84,33.5,Other Parties
1984,Others,Karnataka,5,33.58,62.03,84,33.5,Other Parties
1984,Others,Andhra Pradesh,6,32.88,59.97,84,33.5,Other Parties
1984,Others,Gujarat,5,31.18,62.55,84,33.5,Other Parties
1984,Others,Odisha,3,35.75,64.04,84,33.5,Other Parties
1984,Others,Telangana,3,36.46,60.41,84,33.5,Other Parties
1984,Others,Kerala,2,32.87,63.32,84,33.5,Other Parties
1984,Others,Jharkhand,2,35.95,66.24,84,33.5,Other Parties
1984,Others,Assam,2,32.36,67.34,84,33.5,Other Parties
1984,Others,Punjab,3,35.43,59.12,84,33.5,Other Parties
1984,Others,Chhattisgarh,2,30.81,61.68,84,33.5,Other Parties
1984,Others,Haryana,0,34.12,65.97,84,33.5,Other Parties
1984,Others,Uttarakhand,0,32.8,63.66,84,33.5,Other Parties
1984,Others,Delhi,1,31.23,63.29,84,33.5,Other Parties
1989,INC,Uttar Pradesh,42,36.93,57.8,197,39.5,Indian National Congress (INC)
1989,INC,Maharashtra,16,42.15,63.69,197,39.5,Indian National Congress (INC)
1989,INC,West Bengal,21,38.67,62.94,197,39.5,Indian National Congress (INC)
1989,INC,Bihar,7,40.32,66.13,197,39.5,Indian National Congress (INC)
1989,INC,Tamil Nadu,18,41.74,64.24,197,39.5,Indian National Congress (INC)
1989,INC,Madhya Pradesh,6,41.91,57.66,197,39.5,Indian National Congress (INC)
1989,INC,Rajasthan,10,37.35,57.12,197,39.5,Indian National Congress (INC)
1989,INC,Karnataka,10,38.27,61.86,197,39.5,Indian National Congress (INC)
1989,INC,Andhra Pradesh,11,36.76,58.23,197,39.5,Indian National Congress (INC)
1989,INC,Gujarat,11,38.56,64.29,197,39.5,Indian National Congress (INC)
1989,INC,Odisha,10,41.57,63.92,197,39.5,Indian National Congress (INC)
1989,INC,Telangana,6,40.54,59.75,197,39.5,Indian National Congress (INC)
1989,INC,Kerala,6,41.23,61.46,197,39.5,Indian National Congress (INC)
1989,INC,Jharkhand,7,41.43,65.58,197,39.5,Indian National Congress (INC)
1989,INC,Assam,8,39.09,60.19,197,39.5,Indian National Congress (INC)
1989,INC,Punjab,5,38.73,63.01,197,39.5,Indian National Congress (INC)
1989,INC,Chhattisgarh,5,40.63,60.75,197,39.5,Indian National Congress (INC)
1989,INC,Haryana,2,39.08,58.43,197,39.5,Indian National Congress (INC)
1989,INC,Uttarakhand,3,38.58,58.54,197,39.5,Indian National Congress (INC)
1989,INC,Delhi,1,40.37,63.37,197,39.5,Indian National Congress (INC)
1989,BJP,Uttar Pradesh,11,8.83,61.1,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Maharashtra,6,12.46,63.06,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,West Bengal,6,9.71,66.88,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Bihar,6,12.53,58.41,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Tamil Nadu,6,8.57,62.05,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Madhya Pradesh,7,10.71,57.39,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Rajasthan,2,10.73,58.6,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Karnataka,2,12.94,61.59,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Andhra Pradesh,3,13.8,58.16,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Gujarat,7,10.28,65.88,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Odisha,4,13.36,66.84,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Telangana,2,14.17,60.89,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Kerala,3,10.44,62.41,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Jharkhand,1,11.72,62.42,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Assam,3,13.4,61.4,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Punjab,1,9.96,58.95,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Chhattisgarh,0,10.45,59.7,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Haryana,2,11.75,60.47,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Uttarakhand,0,9.24,61.44,85,11.4,Bharatiya Janata Party (BJP)
1989,BJP,Delhi,1,11.33,61.02,85,11.4,Bharatiya Janata Party (BJP)
1989,JD,Uttar Pradesh,37,20.08,63.23,143,17.8,Janata Dal
1989,JD,Maharashtra,15,18.52,59.01,143,17.8,Janata Dal
1989,JD,West Bengal,11,15.04,61.76,143,17.8,Janata Dal
1989,JD,Bihar,12,16.17,66.64,143,17.8,Janata Dal
1989,JD,Tamil Nadu,17,19.13,62.33,143,17.8,Janata Dal
1989,JD,Madhya Pradesh,12,15.58,64.91,143,17.8,Janata Dal
1989,JD,Rajasthan,4,19.57,59.76,143,17.8,Janata Dal
1989,JD,Karnataka,12,20.46,58.49,143,17.8,Janata Dal
1989,JD,Andhra Pradesh,7,20.69,61.83,143,17.8,Janata Dal
1989,JD,Gujarat,11,18.33,60.75,143,17.8,Janata Dal
1989,JD,Odisha,4,16.02,64.62,143,17.8,Janata Dal
1989,JD,Telangana,4,17.87,61.92,143,17.8,Janata Dal
1989,JD,Kerala,6,19.99,66.81,143,17.8,Janata Dal
1989,JD,Jharkhand,3,19.77,64.65,143,17.8,Janata Dal
1989,JD,Assam,4,20.54,59.0,143,17.8,Janata Dal
1989,JD,Punjab,2,19.92,61.39,143,17.8,Janata Dal
1989,JD,Chhattisgarh,4,20.16,57.62,143,17.8,Janata Dal
1989,JD,Haryana,4,17.49,62.1,143,17.8,Janata Dal
1989,JD,Uttarakhand,1,20.36,57.19,143,17.8,Janata Dal
1989,JD,Delhi,2,18.93,64.23,143,17.8,Janata Dal
1989,CPM,Uttar Pradesh,6,4.41,59.99,33,6.6,Communist Party of India (Marxist)
1989,CPM,Maharashtra,2,8.43,59.79,33,6.6,Communist Party of India (Marxist)
1989,CPM,West Bengal,1,9.34,57.09,33,6.6,Communist Party of India (Marxist)
1989,CPM,Bihar,4,7.66,65.28,33,6.6,Communist Party of India (Marxist)
1989,CPM,Tamil Nadu,2,3.69,64.38,33,6.6,Communist Party of India (Marxist)
1989,CPM,Madhya Pradesh,2,8.04,58.43,33,6.6,Communist Party of India (Marxist)
1989,CPM,Rajasthan,2,8.21,63.59,33,6.6,Communist Party of India (Marxist)
1989,CPM,Karnataka,2,8.68,63.14,33,6.6,Communist Party of India (Marxist)
1989,CPM,Andhra Pradesh,0,6.53,57.78,33,6.6,Communist Party of India (Marxist)
1989,CPM,Gujarat,1,6.04,57.66,33,6.6,Communist Party of India (Marxist)
1989,CPM,Odisha,1,4.27,65.08,33,6.6,Communist Party of India (Marxist)
1989,CPM,Telangana,1,4.03,66.55,33,6.6,Communist Party of India (Marxist)
1989,CPM,Kerala,1,5.4,57.77,33,6.6,Communist Party of India (Marxist)
1989,CPM,Jharkhand,0,8.37,64.07,33,6.6,Communist Party of India (Marxist)
1989,CPM,Assam,0,4.04,61.03,33,6.6,Communist Party of India (Marxist)
1989,CPM,Punjab,0,4.99,59.81,33,6.6,Communist Party of India (Marxist)
1989,CPM,Chhattisgarh,1,9.18,61.05,33,6.6,Communist Party of India (Marxist)
1989,CPM,Haryana,1,5.53,61.76,33,6.6,Communist Party of India (Marxist)
1989,CPM,Uttarakhand,0,7.44,66.79,33,6.6,Communist Party of India (Marxist)
1989,CPM,Delhi,0,5.75,63.48,33,6.6,Communist Party of India (Marxist)
1989,Others,Uttar Pradesh,8,27.03,62.03,84,24.7,Other Parties
1989,Others,Maharashtra,8,25.22,63.25,84,24.7,Other Parties
1989,Others,West Bengal,3,25.8,59.42,84,24.7,Other Parties
1989,Others,Bihar,8,26.64,65.04,84,24.7,Other Parties
1989,Others,Tamil Nadu,7,24.82,58.43,84,24.7,Other Parties
1989,Others,Madhya Pradesh,6,23.33,61.97,84,24.7,Other Parties
1989,Others,Rajasthan,3,22.5,63.3,84,24.7,Other Parties
1989,Others,Karnataka,2,26.19,60.18,84,24.7,Other Parties
1989,Others,Andhra Pradesh,1,24.77,57.47,84,24.7,Other Parties
1989,Others,Gujarat,3,25.94,57.63,84,24.7,Other Parties
1989,Others,Odisha,5,21.72,59.47,84,24.7,Other Parties
1989,Others,Telangana,3,23.6,58.02,84,24.7,Other Parties
1989,Others,Kerala,3,23.32,65.43,84,24.7,Other Parties
1989,Others,Jharkhand,1,26.43,65.92,84,24.7,Other Parties
1989,Others,Assam,2,27.16,60.77,84,24.7,Other Parties
1989,Others,Punjab,3,22.24,63.87,84,24.7,Other Parties
1989,Others,Chhattisgarh,1,24.03,63.33,84,24.7,Other Parties
1989,Others,Haryana,2,21.73,58.67,84,24.7,Other Parties
1989,Others,Uttarakhand,1,25.7,66.66,84,24.7,Other Parties
1989,Others,Delhi,1,27.4,64.03,84,24.7,Other Parties
1991,INC,Uttar Pradesh,31,34.13,59.52,244,36.5,Indian National Congress (INC)
1991,INC,Maharashtra,28,33.79,55.3,244,36.5,Indian National Congress (INC)
1991,INC,West Bengal,32,36.5,56.03,244,36.5,Indian National Congress (INC)
1991,INC,Bihar,19,34.75,55.39,244,36.5,Indian National Congress (INC)
1991,INC,Tamil Nadu,17,33.81,59.38,244,36.5,Indian National Congress (INC)
1991,INC,Madhya Pradesh,13,38.43,60.2,244,36.5,Indian National Congress (INC)
1991,INC,Rajasthan,8,37.44,56.42,244,36.5,Indian National Congress (INC)
1991,INC,Karnataka,20,34.79,58.48,244,36.5,Indian National Congress (INC)
1991,INC,Andhra Pradesh,14,35.27,53.07,244,36.5,Indian National Congress (INC)
1991,INC,Gujarat,15,37.93,54.86,244,36.5,Indian National Congress (INC)
1991,INC,Odisha,12,35.87,58.83,244,36.5,Indian National Congress (INC)
1991,INC,Telangana,5,38.84,54.57,244,36.5,Indian National Congress (INC)
1991,INC,Kerala,8,33.85,52.82,244,36.5,Indian National Congress (INC)
1991,INC,Jharkhand,7,35.11,60.05,244,36.5,Indian National Congress (INC)
1991,INC,Assam,3,35.77,55.07,244,36.5,Indian National Congress (INC)
1991,INC,Punjab,3,34.25,55.84,244,36.5,Indian National Congress (INC)
1991,INC,Chhattisgarh,5,35.93,57.01,244,36.5,Indian National Congress (INC)
1991,INC,Haryana,5,33.56,56.34,244,36.5,Indian National Congress (INC)
1991,INC,Uttarakhand,3,36.61,58.48,244,36.5,Indian National Congress (INC)
1991,INC,Delhi,2,38.14,59.43,244,36.5,Indian National Congress (INC)
1991,BJP,Uttar Pradesh,20,22.96,52.96,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Maharashtra,5,21.72,59.77,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,West Bengal,6,18.69,51.88,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Bihar,7,21.74,56.88,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Tamil Nadu,8,19.33,51.71,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Madhya Pradesh,5,20.98,61.44,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Rajasthan,8,17.24,60.69,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Karnataka,9,21.78,56.28,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Andhra Pradesh,5,18.92,52.36,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Gujarat,4,18.58,56.54,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Odisha,6,19.94,52.28,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Telangana,6,22.76,59.55,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Kerala,7,20.37,61.33,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Jharkhand,1,19.29,53.95,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Assam,2,17.94,57.92,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Punjab,4,20.57,53.17,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Chhattisgarh,3,20.92,55.58,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Haryana,3,18.66,55.15,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Uttarakhand,1,18.84,56.4,120,20.1,Bharatiya Janata Party (BJP)
1991,BJP,Delhi,2,21.35,52.32,120,20.1,Bharatiya Janata Party (BJP)
1991,JD,Uttar Pradesh,6,8.85,58.01,59,11.8,Janata Dal
1991,JD,Maharashtra,5,9.61,61.28,59,11.8,Janata Dal
1991,JD,West Bengal,5,10.25,56.71,59,11.8,Janata Dal
1991,JD,Bihar,6,9.26,54.45,59,11.8,Janata Dal
1991,JD,Tamil Nadu,6,11.56,57.17,59,11.8,Janata Dal
1991,JD,Madhya Pradesh,3,9.06,53.36,59,11.8,Janata Dal
1991,JD,Rajasthan,2,10.06,52.2,59,11.8,Janata Dal
1991,JD,Karnataka,4,14.69,59.63,59,11.8,Janata Dal
1991,JD,Andhra Pradesh,4,10.25,61.31,59,11.8,Janata Dal
1991,JD,Gujarat,2,14.51,61.65,59,11.8,Janata Dal
1991,JD,Odisha,3,14.69,57.4,59,11.8,Janata Dal
1991,JD,Telangana,1,11.42,57.64,59,11.8,Janata Dal
1991,JD,Kerala,1,12.53,61.51,59,11.8,Janata Dal
1991,JD,Jharkhand,1,13.56,60.78,59,11.8,Janata Dal
1991,JD,Assam,2,14.56,56.91,59,11.8,Janata Dal
1991,JD,Punjab,2,13.34,53.32,59,11.8,Janata Dal
1991,JD,Chhattisgarh,1,13.11,54.17,59,11.8,Janata Dal
1991,JD,Haryana,1,12.8,53.33,59,11.8,Janata Dal
1991,JD,Uttarakhand,0,13.43,56.69,59,11.8,Janata Dal
1991,JD,Delhi,0,8.85,55.27,59,11.8,Janata Dal
1991,CPM,Uttar Pradesh,8,4.57,58.04,35,6.2,Communist Party of India (Marxist)
1991,CPM,Maharashtra,2,5.13,60.18,35,6.2,Communist Party of India (Marxist)
1991,CPM,West Bengal,3,3.77,55.99,35,6.2,Communist Party of India (Marxist)
1991,CPM,Bihar,1,6.09,58.32,35,6.2,Communist Party of India (Marxist)
1991,CPM,Tamil Nadu,1,4.93,55.68,35,6.2,Communist Party of India (Marxist)
1991,CPM,Madhya Pradesh,3,9.16,52.15,35,6.2,Communist Party of India (Marxist)
1991,CPM,Rajasthan,2,5.43,55.62,35,6.2,Communist Party of India (Marxist)
1991,CPM,Karnataka,2,8.71,61.21,35,6.2,Communist Party of India (Marxist)
1991,CPM,Andhra Pradesh,2,5.34,59.58,35,6.2,Communist Party of India (Marxist)
1991,CPM,Gujarat,1,6.58,55.29,35,6.2,Communist Party of India (Marxist)
1991,CPM,Odisha,1,4.64,53.62,35,6.2,Communist Party of India (Marxist)
1991,CPM,Telangana,1,3.81,56.76,35,6.2,Communist Party of India (Marxist)
1991,CPM,Kerala,1,3.43,52.06,35,6.2,Communist Party of India (Marxist)
1991,CPM,Jharkhand,0,8.4,54.52,35,6.2,Communist Party of India (Marxist)
1991,CPM,Assam,1,6.69,56.07,35,6.2,Communist Party of India (Marxist)
1991,CPM,Punjab,1,6.3,59.29,35,6.2,Communist Party of India (Marxist)
1991,CPM,Chhattisgarh,0,5.32,60.64,35,6.2,Communist Party of India (Marxist)
1991,CPM,Haryana,1,8.56,55.89,35,6.2,Communist Party of India (Marxist)
1991,CPM,Uttarakhand,0,6.06,56.68,35,6.2,Communist Party of India (Marxist)
1991,CPM,Delhi,0,6.75,53.56,35,6.2,Communist Party of India (Marxist)
1991,SP,Uttar Pradesh,0,5.53,53.77,5,3.4,Samajwadi Party
1991,SP,Maharashtra,0,0.81,61.11,5,3.4,Samajwadi Party
1991,SP,West Bengal,0,2.86,59.81,5,3.4,Samajwadi Party
1991,SP,Bihar,0,2.39,58.64,5,3.4,Samajwadi Party
1991,SP,Tamil Nadu,0,4.33,53.22,5,3.4,Samajwadi Party
1991,SP,Madhya Pradesh,0,3.63,54.52,5,3.4,Samajwadi Party
1991,SP,Rajasthan,0,0.63,52.98,5,3.4,Samajwadi Party
1991,SP,Karnataka,0,0.4,55.87,5,3.4,Samajwadi Party
1991,SP,Andhra Pradesh,0,0.73,61.43,5,3.4,Samajwadi Party
1991,SP,Gujarat,0,2.23,54.74,5,3.4,Samajwadi Party
1991,SP,Odisha,0,0.41,58.99,5,3.4,Samajwadi Party
1991,SP,Telangana,0,1.75,58.33,5,3.4,Samajwadi Party
1991,SP,Kerala,0,5.49,55.93,5,3.4,Samajwadi Party
1991,SP,Jharkhand,0,2.35,58.83,5,3.4,Samajwadi Party
1991,SP,Assam,0,1.49,55.41,5,3.4,Samajwadi Party
1991,SP,Punjab,0,5.24,61.55,5,3.4,Samajwadi Party
1991,SP,Chhattisgarh,0,2.76,57.61,5,3.4,Samajwadi Party
1991,SP,Haryana,0,0.87,57.14,5,3.4,Samajwadi Party
1991,SP,Uttarakhand,0,1.4,59.51,5,3.4,Samajwadi Party
1991,SP,Delhi,0,6.11,52.12,5,3.4,Samajwadi Party
1991,Others,Uttar Pradesh,9,22.61,54.67,80,22.0,Other Parties
1991,Others,Maharashtra,10,23.55,52.73,80,22.0,Other Parties
1991,Others,West Bengal,7,22.05,55.39,80,22.0,Other Parties
1991,Others,Bihar,10,23.97,58.67,80,22.0,Other Parties
1991,Others,Tamil Nadu,8,21.77,60.91,80,22.0,Other Parties
1991,Others,Madhya Pradesh,5,23.37,60.32,80,22.0,Other Parties
1991,Others,Rajasthan,3,23.84,53.65,80,22.0,Other Parties
1991,Others,Karnataka,3,21.01,61.49,80,22.0,Other Parties
1991,Others,Andhra Pradesh,5,23.21,58.97,80,22.0,Other Parties
1991,Others,Gujarat,4,24.68,56.66,80,22.0,Other Parties
1991,Others,Odisha,3,19.98,59.56,80,22.0,Other Parties
1991,Others,Telangana,3,21.31,51.95,80,22.0,Other Parties
1991,Others,Kerala,4,19.07,58.74,80,22.0,Other Parties
1991,Others,Jharkhand,3,21.63,54.05,80,22.0,Other Parties
1991,Others,Assam,2,23.9,57.16,80,22.0,Other Parties
1991,Others,Punjab,3,19.31,56.75,80,22.0,Other Parties
1991,Others,Chhattisgarh,2,24.18,53.49,80,22.0,Other Parties
1991,Others,Haryana,2,22.32,55.67,80,22.0,Other Parties
1991,Others,Uttarakhand,0,24.19,53.27,80,22.0,Other Parties
1991,Others,Delhi,0,20.74,60.41,80,22.0,Other Parties
1996,BJP,Uttar Pradesh,32,22.08,55.4,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Maharashtra,18,20.73,61.23,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,West Bengal,20,17.37,59.64,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Bihar,6,20.59,55.78,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Tamil Nadu,10,19.42,59.11,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Madhya Pradesh,8,21.7,56.95,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Rajasthan,4,22.0,55.76,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Karnataka,8,21.41,56.22,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Andhra Pradesh,4,19.54,62.34,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Gujarat,10,21.33,59.22,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Odisha,4,19.81,60.41,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Telangana,3,18.97,55.66,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Kerala,6,23.18,53.58,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Jharkhand,4,18.38,62.61,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Assam,2,19.72,60.28,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Punjab,5,19.84,56.37,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Chhattisgarh,3,18.89,54.95,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Haryana,3,18.91,55.77,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Uttarakhand,2,23.11,58.94,161,20.3,Bharatiya Janata Party (BJP)
1996,BJP,Delhi,1,17.75,62.41,161,20.3,Bharatiya Janata Party (BJP)
1996,INC,Uttar Pradesh,18,26.35,58.89,140,28.8,Indian National Congress (INC)
1996,INC,Maharashtra,16,29.69,55.57,140,28.8,Indian National Congress (INC)
1996,INC,West Bengal,5,31.59,55.41,140,28.8,Indian National Congress (INC)
1996,INC,Bihar,14,30.04,59.0,140,28.8,Indian National Congress (INC)
1996,INC,Tamil Nadu,9,27.43,58.88,140,28.8,Indian National Congress (INC)
1996,INC,Madhya Pradesh,12,31.48,53.96,140,28.8,Indian National Congress (INC)
1996,INC,Rajasthan,4,31.47,60.27,140,28.8,Indian National Congress (INC)
1996,INC,Karnataka,11,27.02,58.78,140,28.8,Indian National Congress (INC)
1996,INC,Andhra Pradesh,9,29.88,56.98,140,28.8,Indian National Congress (INC)
1996,INC,Gujarat,3,29.3,55.43,140,28.8,Indian National Congress (INC)
1996,INC,Odisha,5,31.55,56.89,140,28.8,Indian National Congress (INC)
1996,INC,Telangana,6,26.93,59.62,140,28.8,Indian National Congress (INC)
1996,INC,Kerala,9,26.41,52.98,140,28.8,Indian National Congress (INC)
1996,INC,Jharkhand,3,26.36,60.38,140,28.8,Indian National Congress (INC)
1996,INC,Assam,6,28.4,55.49,140,28.8,Indian National Congress (INC)
1996,INC,Punjab,3,30.14,52.99,140,28.8,Indian National Congress (INC)
1996,INC,Chhattisgarh,3,29.48,59.28,140,28.8,Indian National Congress (INC)
1996,INC,Haryana,2,30.08,53.81,140,28.8,Indian National Congress (INC)
1996,INC,Uttarakhand,0,31.06,60.29,140,28.8,Indian National Congress (INC)
1996,INC,Delhi,0,27.29,55.04,140,28.8,Indian National Congress (INC)
1996,JD,Uttar Pradesh,5,6.59,53.53,46,8.1,Janata Dal
1996,JD,Maharashtra,4,9.5,58.97,46,8.1,Janata Dal
1996,JD,West Bengal,4,5.59,62.41,46,8.1,Janata Dal
1996,JD,Bihar,5,9.93,61.13,46,8.1,Janata Dal
1996,JD,Tamil Nadu,5,8.37,54.9,46,8.1,Janata Dal
1996,JD,Madhya Pradesh,3,9.56,60.28,46,8.1,Janata Dal
1996,JD,Rajasthan,2,5.51,56.61,46,8.1,Janata Dal
1996,JD,Karnataka,4,8.61,58.28,46,8.1,Janata Dal
1996,JD,Andhra Pradesh,1,7.31,61.85,46,8.1,Janata Dal
1996,JD,Gujarat,3,9.82,57.44,46,8.1,Janata Dal
